,channel_1,channel_2,alpha,beta,gamma
0,0,0,0.0,0.0,0.0
1,0,1,-0.11993508749500437,-0.16548321614437667,-0.3426081102527052
2,0,2,0.03200682718440576,0.1898342968410188,0.3194572323665734
3,0,3,-0.5577396011635927,-0.30294168652644216,-0.03904066795993444
4,0,4,-0.594055442294496,-0.40952166670979595,-0.7136650339908558
5,0,5,0.9079254033772521,-0.23651539813777006,-0.3785978642191854
6,0,6,0.20279707083939905,0.5846452037451413,0.04887958899332774
7,0,7,-0.6014956353530252,0.1783763233134995,0.7263690323777668
8,0,8,-0.8530211007813746,-0.4449244941900514,-0.9716059607882095
9,0,9,0.7342031865295916,-0.5880060044381167,-1.2925766543759922
10,0,10,0.4739993301520864,-0.029174391115262297,-0.3840069158684714
11,0,11,0.817243452950734,0.07809595817117188,-0.1731520036452579
12,0,12,0.7902809477171713,0.2216446932485031,0.010665772159331087
13,0,13,1.2677245460060471,0.12381625941443976,-0.06468704845136732
14,0,14,-0.31315907038676577,-0.18332355056735442,-0.554360485753282
15,0,15,-0.46933879129499284,-0.05330284585016858,-0.21316035548363318
16,0,16,-0.42188529225782073,-0.11426111901296582,-0.14052695686284597
17,0,17,-0.983524122350238,-0.1050851828800874,-0.8124323353989532
18,0,18,0.7959772970237937,0.4664786249745733,0.6455296534489015
19,0,19,0.21637322657478128,0.0540870238592674,-0.10377510020060542
20,0,20,-0.2546646585249361,-0.12825763012218375,-0.2057298662116668
21,0,21,-0.4857972805295936,-0.2572478161097022,-0.22983496835353387
22,0,22,-0.44342014390695983,-0.30055570375954027,-0.2527856929436132
23,0,23,-1.5699395659979583,-0.4637619336633344,-0.3496950944603481
24,0,24,0.5389709497078905,0.13239413921786167,0.21412661143804915
25,0,25,-0.019200327465222544,-0.03290245346228374,-0.009251862490461896
26,0,26,-0.2209424677102991,-0.10138069362537239,0.032713445366364606
27,0,27,-0.3800926567041126,-0.2765801064428339,-0.23804752935512843
28,0,28,0.3891790926282226,-0.2388548574582195,-0.6132369431509676
29,0,29,0.2866898291873772,0.008285494166573466,0.22605380062422606
30,0,30,0.21097774299895172,0.06218736957187598,0.099677208275274
31,0,31,-0.11771894720116995,-0.3376282849789323,-0.15105532605793495
32,0,32,-0.08864855379976304,-0.5554776015542481,-0.24188190690445097
33,0,33,0.7822432462436119,0.11492570094314375,-0.02076606885646892
34,0,34,0.6673786812800523,0.5080319567165611,-0.5696514423195852
35,0,35,0.23800702098452042,-0.08321990888887595,-0.42074036945816823
36,0,36,0.05051622086383656,-0.3957079616064448,0.5804908717368459
37,0,37,0.013861944219068046,-0.3646357870636609,-0.11171731047147984
38,0,38,-0.0005780309394746082,0.013665230595082152,-0.10331714791398926
39,0,39,0.36865464497443917,0.1785836944558,0.1613649457434029
40,0,40,0.595558667071978,-0.1118659321292989,-0.5674733036225557
41,0,41,0.19500407100242068,-0.30895941590254283,-0.4299246735227147
42,0,42,0.35362903152889585,-0.9499330376658778,-0.08346937757523908
43,0,43,-0.17934224951754596,-0.049267689219197504,0.1706737439919777
44,0,44,-0.24997951357522727,-0.318230577412525,0.131813924305489
45,0,45,-0.011325131830179342,0.1845262360290204,-0.4198689980169119
46,0,46,0.573708400702423,-0.2914867573811744,0.23202641090029658
47,0,47,-0.588285775821282,0.11135393311517273,0.1884389678118035
48,0,48,0.16061054842219863,0.3272362469900936,-0.20873958768620485
49,0,49,-0.16326721922927337,-0.5987648854059924,0.553461201294596
50,0,50,-0.17663870120306227,-0.24180754287370854,0.011675157774816024
51,0,51,0.5453259296624663,0.12042946716130946,-0.2664372433161329
52,0,52,-0.30817817885519266,-0.3237422877947002,-0.13867314327663302
53,0,53,0.22997259381066892,0.3658521859326112,-0.27490102731952665
54,0,54,0.6816839133908865,-0.1981011085005134,-0.42914771251626155
55,0,55,-0.6164187265124197,-0.20763013109891215,-0.16527673405362622
56,0,56,0.8301399451245469,-0.2300283561954969,-0.10042647981333021
57,0,57,0.5840053123914348,0.1583659361075789,-0.07388123159569605
58,0,58,0.39267720814117935,0.3885873141254621,-0.5123324608147746
59,0,59,-0.29229263641994646,-0.02649088072380512,-0.49166629406654316
60,0,60,0.6672131113286103,0.1883215234967002,-0.019647012245979617
61,0,61,0.16801917365306746,0.36597757561444316,-0.13231415381542022
62,1,0,-0.11993508749500437,-0.16548321614437667,-0.3426081102527052
63,1,1,0.0,0.0,0.0
64,1,2,-1.329575617576215,-0.3895455776973857,0.040192282836092684
65,1,3,0.18078378955466962,0.5834926271687237,0.917402501143542
66,1,4,1.4220655958755029,0.40843461419553084,0.1843205721417994
67,1,5,-0.3858759594281231,-0.7531623969024582,-0.8564824722843454
68,1,6,0.4112920291770401,1.2490666247919984,0.5431173131510957
69,1,7,-0.9071682183032177,0.015773080981745357,0.19249458845477904
70,1,8,0.048728556282093,1.8174729846747073,1.8312609693117952
71,1,9,1.0901527934250528,0.7221933619279577,0.44464268916843536
72,1,10,0.05845476807238851,0.3989612058593758,0.20597883088905544
73,1,11,0.7573996572557529,0.27555115380602807,0.07270856592329951
74,1,12,0.3339830027319059,-1.3262898886431331,-1.364910199711743
75,1,13,1.7670343795116568,1.1730849124009861,1.2213473518739881
76,1,14,-0.34536215064728076,0.30959442803969606,0.24667559311185228
77,1,15,-0.912464287417884,0.23003256427561622,0.2079821476830473
78,1,16,-0.6536502548481736,-0.07461921988540927,-0.1917469678850415
79,1,17,0.9302518355850198,-0.8297073257850676,-1.1162186945914148
80,1,18,0.3558944931582817,0.29223221718405057,0.645461990311358
81,1,19,0.10938931468049097,0.35266746390498016,0.34807539873523546
