,channel_1,channel_2,alpha,beta,gamma
0,0,0,0.0,0.0,0.0
1,0,1,-0.1184481865561093,-0.21659067221207165,-0.43278384997444214
2,0,2,-0.16712464696907783,0.002446369928594969,-0.13523629934774864
3,0,3,-1.0509408717883983,-0.6472001548961551,-0.3274221984546098
4,0,4,0.025223747969869304,-0.11123824367448072,-0.19396805080543555
5,0,5,-0.32659798173524224,-1.5960819496057452,-1.538438224574464
6,0,6,0.06902452636176296,0.13546301956321066,0.2245392261793363
7,0,7,-0.24001210875328527,-0.756887998321946,-1.0733738587780668
8,0,8,0.7227636978031579,-0.8921951880625458,-0.9550588934282975
9,0,9,-0.6257517960662826,-1.0857276202706188,-1.2868002019472273
10,0,10,0.35848098437318876,0.3217804601603362,0.251789124846458
11,0,11,0.42576739014649784,0.3090631343675065,0.2921475767836773
12,0,12,1.114334189766808,1.0619925103806678,-0.008815634268257813
13,0,13,2.0156908743418245,1.2497874280574492,0.4442605211428874
14,0,14,0.565985924259308,-0.9358877617010456,-1.810220992264546
15,0,15,1.522063034945699,1.109394896032065,0.8185859348970156
16,0,16,-1.3273489252062056,-0.7265369368574626,-1.4087459221679306
17,0,17,0.23822153876782431,-0.01739189534008707,-0.3943950723242735
18,0,18,0.6550272777431191,0.2631469657330796,-0.1026440639920573
19,0,19,0.33257335838061086,0.3718634700694778,0.016928401676861424
20,0,20,0.03704976782817904,0.3250645910305115,-0.09616636181882776
21,0,21,-0.23522200710910438,-0.47747699838103297,-0.8966899171353458
22,0,22,-0.04918359781222024,0.02040852834572756,-0.29373787350469904
23,0,23,-0.17908867946896628,-1.1259923702013113,-1.5775774234966835
24,0,24,0.16157658856550863,0.04756772937461636,-0.37848248555796593
25,0,25,-0.2953443257017271,-0.08817693288496814,0.16444978547280373
26,0,26,-1.08025314945696,-0.553190064826519,-0.46689373258272515
27,0,27,-0.5946591606976712,-0.8555063676531283,-1.655004004838449
28,0,28,-0.37628652346862607,-1.0505879687353532,-1.6871678615655548
29,0,29,-0.43852932993297206,-1.7478501713176897,-1.8475652214280123
30,0,30,-0.5692648156999272,-1.4578079811253373,-1.9097972150025335
31,0,31,-0.12917371668952887,-0.22963427107696288,-0.5195634849038203
32,0,32,-0.2759835188995998,0.046927821144476634,-0.52477653161566
33,0,33,-0.4028880134839157,0.3702278425673339,-0.46406151500060105
34,0,34,0.599031637132433,0.29671523768460323,0.16247856904995617
35,0,35,-0.29994048691267955,0.1571991555484838,-0.3510584399980144
36,0,36,0.9969579904067654,0.4204183982177919,-0.1312384201519119
37,0,37,0.6733718222038918,-0.6452935986629079,-0.29365931446036553
38,0,38,0.022653012970897588,0.3532393154389863,-0.20471996478292018
39,0,39,-0.46471960112628724,-0.2574412181186226,-0.04254909150232071
40,0,40,-0.24217156822730176,0.11583295450927808,-0.6109203014690179
41,0,41,-0.25947876425526156,-0.08645223591306439,-0.3540416049774342
42,0,42,0.7559557560196513,0.02067885398504075,0.34437564759786904
43,0,43,1.0729035131081686,0.46344105281836667,0.03342528110786932
44,0,44,0.3034858104324163,-0.17676430302857177,-0.2584938078155397
45,0,45,0.8858963599804044,0.42986888797825823,-0.2880312396106951
46,0,46,-0.7111432277064419,0.34196263190722703,0.19041198084421485
47,0,47,0.7887390804170832,0.4020809412115447,-0.4244153721291726
48,0,48,-0.06000528698583912,-0.05899409685355437,-0.4475094946728864
49,0,49,0.7295470995591802,0.415466920218468,-0.6099635691964999
50,0,50,1.5336264365296723,0.3050803513718693,-0.5845023578682289
51,0,51,-0.6135254591180094,0.21057188546269523,-0.015313702486196106
52,0,52,0.0020157431812793114,0.314922005608106,0.09567035920140289
53,0,53,0.49342478270974255,-0.002452472072679431,-0.2811795467519329
54,0,54,-0.7016402930103075,-0.24420576743582706,-0.266064477371891
55,0,55,0.8366909632025261,0.7466666940132882,0.058246567208411086
56,0,56,-0.5371366699062609,0.06860508662903328,0.07863802760320937
57,0,57,-1.0366561159595815,0.11967940679698327,0.4415644544233771
58,0,58,0.28980692355282855,0.08792672943887785,-0.48338420375036917
59,0,59,0.1505252098283516,-0.06571084052439188,-0.1928520359314228
