,channel_1,channel_2,alpha,beta,gamma
0,0,0,0.0,0.0,0.0
1,0,1,-0.02998344794247369,-0.25764700480162,-0.12580178402598222
2,0,2,-0.06433017854226496,-0.27716564774842944,-0.6106668947877072
3,0,3,-0.1554272934277525,-0.4517422715705888,-1.0382833088979884
4,0,4,-0.5911039025969124,-1.1572281848435568,0.21964316176584503
5,0,5,-0.12974829158754952,-0.5283447229562495,-1.2424709528810756
6,0,6,-0.3973627846090751,-1.7406933950051366,-1.4140323222343882
7,0,7,-0.0736420656792641,0.014680096238641081,-0.1370147357065825
8,0,8,-0.34474564796241486,-0.4927813376900444,-0.7565912201781982
9,0,9,-0.3661261203786301,-1.7071494572409383,-1.1321463398771732
10,0,10,-0.21867984866114434,-1.4982057965038105,-0.9835729118063622
11,0,11,-0.23216875515321755,-0.9222420361822994,-1.6409020191167332
12,0,12,-0.198260019987562,-0.4566155711586035,0.030565201553746906
13,0,13,-0.4792789220574522,-1.0128198376951336,-1.481493164453755
14,0,14,-0.8476310282608863,-0.30470964588808713,-0.07293673944071412
15,0,15,0.2095228812239076,-0.8765532318811243,1.19166032669781
16,0,16,0.9924167922985079,-0.15010212324887806,-0.8346424523655762
17,0,17,-1.2466634847815008,-0.7131977778321011,0.089035733049443
18,0,18,0.963561892227295,-0.5356827392332266,0.28815257442973374
19,0,19,-0.22950222965081954,-0.2697132297073982,-0.167650284572187
20,0,20,-1.7248247532874645,-0.47374867920191427,0.2741191115372125
21,0,21,-1.3422483767825268,-0.40989333492246666,0.1571515365527645
22,0,22,-0.3619451226753527,-0.39076155049813377,-0.7016964665003833
23,0,23,-0.7706732836324236,-1.1282016456309378,0.07030815799616533
24,0,24,0.0318295739436615,-0.19111623970754385,-0.5166987112783498
25,0,25,-0.14949004084227266,-0.23017431677915362,-0.478239773209845
26,0,26,-0.05633032757527893,-0.15746324421113786,-0.4106217862674745
27,0,27,-0.06727702771175641,-0.15817180374597406,-0.216913307661197
28,0,28,0.06492834080404439,-0.25286247125928213,-0.19980939579094859
29,0,29,-0.027459985479172458,-0.16294329872714391,-0.4790309691246531
30,0,30,-0.03028160871042455,-0.2563107586420197,-0.6245314237336255
31,0,31,0.626358337581257,-0.30700051509824944,-1.5245085359789579
32,0,32,0.2872301540035427,-0.533093175706901,-1.0660851395297855
33,0,33,0.5853461026968869,-0.029919496958423712,0.0914531041356636
34,0,34,0.35461476694778576,-0.4335844454565769,0.07273235638137494
35,0,35,0.44811460931953173,-0.01679871437659482,-0.19881422033844057
36,0,36,0.037830070499860806,0.11703239953916739,-0.03507402449467457
37,0,37,0.6041540240046647,0.16643835076237784,-0.33877707776195265
38,0,38,0.09196005326334673,0.029166438323821736,-0.20469856439500964
39,0,39,-0.857361208225963,-0.18886641467359364,0.188782910621223
40,0,40,-0.024058278804168495,0.12311714868454733,-0.5079592195690951
41,0,41,-0.2152771204064729,0.26369644408213805,0.22141592627078063
42,0,42,0.1966962480369104,0.3936389533936927,0.7449286353485699
43,0,43,0.21237139685072037,-0.09019135388681787,-0.7600980160616448
44,0,44,0.33507981084294164,0.1835802605528788,0.2921968681183593
45,0,45,-1.0255811384407139,-0.641536640097859,-0.026926762075474203
46,0,46,-0.10257136785765167,-0.028436589084489598,0.2279264480779048
47,0,47,0.8024749235399204,-0.07576326253439494,-0.2180022381715756
48,0,48,-0.18002242597604726,-0.5350340380190508,-0.18205072948731765
49,0,49,-0.4166227602489046,0.2687044588690431,-0.6238545830480645
50,0,50,-0.7555739215222654,-0.32617665268389695,0.003816238739003329
51,0,51,-0.7535815738087286,-1.1692790187469704,-0.3002363919927663
52,0,52,0.4060352056228063,-0.5570529341306716,-0.29864139264636735
53,0,53,0.19184583044164524,-0.18366239474384122,-0.38779155549485517
54,0,54,-0.40076830155815885,-0.30671645290237365,-0.2434543723176656
55,0,55,-0.0669107214206616,-0.1686159798480938,-0.0051215786704979826
56,0,56,-0.4563799389634093,-0.8946647419014566,-0.04029661317809774
57,0,57,-0.04433932042999478,-0.2831284755471258,0.43302466139448487
58,0,58,0.49133043371207147,-0.21638294229087207,-0.03902549716468002
59,0,59,0.05637910668436962,-0.06307102183641265,0.0564812449725503
60,0,60,1.1408326472025871,-0.5972012181867188,0.5569230477620088
61,0,61,0.3232233577350761,-0.07550847326515035,0.7036834090676533
62,1,0,-0.02998344794247369,-0.25764700480162,-0.12580178402598222
63,1,1,0.0,0.0,0.0
64,1,2,-0.11607311380052585,-0.5470175367186018,-1.0987264390313218
65,1,3,-0.06526205411469249,-0.5179379397433304,-0.295630181786691
66,1,4,-0.4193467968912265,-1.7810678055385523,-0.3778264079458782
67,1,5,-0.15023268725489972,-1.6364607232462993,-0.4946492170760242
68,1,6,-0.34447919782501296,-1.566778247254301,-1.5046808943337906
69,1,7,-0.0842036503074744,-0.032950218049422296,-0.1918492658271407
70,1,8,-0.2563209107241827,-0.7522163404044055,-1.0437447016296724
71,1,9,-0.42985562054058324,-0.9051095694973951,-1.7805496822611977
72,1,10,-0.29170011482175034,-1.331239826228337,-0.7507008044658248
73,1,11,-0.30681959446218754,-1.5455492414316856,-0.22192442876872023
74,1,12,-0.17534926118745792,-1.1810237728941617,-0.33711284748389775
75,1,13,0.5880310543145667,-1.25418300654322,-1.0575431888211118
76,1,14,-1.5564386576831404,-0.9651411260407833,0.7204637526310069
77,1,15,0.2928719328460667,-0.8046484591004603,0.351342560352964
78,1,16,1.5852790911181691,-0.6080784744204185,-0.1408357931940979
79,1,17,-0.9742093902355697,-1.1868867996469536,-0.22918952241184284
80,1,18,0.5107013143221281,-0.6698180466520129,-0.7631073552899691
81,1,19,-0.13332748932991284,-0.4437989114963332,-0.36855063162087587
82,1,20,-0.9069205831562731,-0.5640655602384179,-0.40270911270403464
83,1,21,-1.1323647620702284,-0.21713485704407598,-0.22652957569878662
84,1,22,-0.638051511333372,-0.6885810377413994,-0.524227862303189
85,1,23,-1.2418919486056577,-1.1239988907617613,0.1125116982236047
86,1,24,0.0071033081958001044,-0.2571202921273839,-0.4990028970344503
87,1,25,-0.08987691925235647,-0.3704082873221987,-0.5417125079864191
88,1,26,-0.10118972063645477,-0.37940306113551986,-0.6256949842514469
89,1,27,-0.21215208787576537,-0.4113123598514907,-0.7452891725707547
90,1,28,0.06831789273485711,-0.29459138977408467,-0.1998270845449773
91,1,29,-0.023134549295408167,-0.22383767290042073,-0.41920349793245504
92,1,30,-0.044277517780655494,-0.3086601716116804,-0.6134866744498451
93,1,31,0.6374290559453527,-0.39044606023529704,-0.6278073574480366
94,1,32,0.5484999691852211,-0.327313752170498,-0.262893827648961
95,1,33,0.26245632833221244,0.08537599386019043,0.2523363071818211
96,1,34,-0.02482311845735087,0.030462600659008503,0.7110433335882689
97,1,35,0.4242623404333238,0.24220526604156656,-0.048118839132131934
98,1,36,0.44173974668805527,0.12665169675311563,-0.06599139409857853
99,1,37,0.6848465366149072,0.14756254078539432,-0.011164339294232094
100,1,38,0.08685113849915986,-0.2584299774865042,0.12871776014796202
101,1,39,-0.9112751637927075,-0.3687809278683792,-0.29058915367988836
102,1,40,-0.07270181523269119,0.18450172238078444,0.12072774409352237
103,1,41,0.2052717246500127,-0.20430160579365012,-0.4947443863061651
104,1,42,0.4023699354755665,-0.22460688302929432,0.5165147675933287
105,1,43,-0.07035987877528183,-0.04058714340520839,-0.01542828223191274
106,1,44,0.6400932919600877,-0.3771350118604508,-0.05552967879408548
107,1,45,-1.3976481822024387,-0.2823811500616462,0.19437842684732234
108,1,46,-0.6104244283376261,-0.4771206402264561,0.07132806361699713
109,1,47,0.3789621608715557,-0.5071129110297208,-0.2585846693237078
110,1,48,-0.4282110155898945,-0.5046331530412241,-0.02987510647256966
111,1,49,-0.5024312218096535,0.07343815549923786,0.03372006186742128
112,1,50,-0.9760358777230252,-0.13634961927399467,0.2661184446438586
113,1,51,-0.925465516531865,-0.46550099689615515,-0.18758307384006773
114,1,52,-0.4964698797806737,-0.6696577280490433,-0.22437845844046936
115,1,53,-0.11196548898450713,0.013529026519878244,-0.5596085310647556
116,1,54,-0.15025980382206228,-0.5320358622016313,-0.19690032921624767
117,1,55,-0.918511634468791,-0.06527498409863935,-0.4548980439262046
118,1,56,-0.7611500792825636,-0.2800611608175759,0.19260795103060105
119,1,57,-0.18438139927716204,-0.1994791695809877,0.18522849005802502
120,1,58,0.1675765767816171,0.05153728081900848,-0.14558342741671854
121,1,59,0.0044754710363505085,0.05504940633656329,-0.4528472636421472
122,1,60,0.6074422433727473,0.03920904714755997,0.4817092150961358
123,1,61,0.15264602216974574,0.12161657387882774,-0.11130113039889869
124,2,0,-0.06433017854226496,-0.27716564774842944,-0.6106668947877072
125,2,1,-0.11607311380052585,-0.5470175367186018,-1.0987264390313218
126,2,2,0.0,0.0,0.0
127,2,3,-0.19313853816749985,-0.3477967922421292,-0.821693861101453
128,2,4,-0.35920824832859377,-1.085534046986785,-1.3225784472429185
129,2,5,-0.13806396244629915,0.00468283476873017,0.8101029699024983
130,2,6,-0.5422117696323535,-0.759841270366869,-0.6433002600081398
131,2,7,0.0069262054620144965,0.050150916123373794,0.07640977882234189
132,2,8,-0.3777151171533782,-0.9066670698686599,-0.7791889010459268
133,2,9,-0.03797394058975144,-0.2118543550863994,-0.42541609512675493
134,2,10,-0.3685488492500132,-1.0130526585528685,-1.1873798084895553
135,2,11,-0.48170024609656326,-0.5997439643668687,-0.18964624428272808
136,2,12,-0.25731295025002837,-0.17714125636001793,0.6485850073800278
