,channel_1,channel_2,alpha,beta,gamma
0,0,0,0.0,0.0,0.0
1,0,1,-0.07870411272269497,-0.13282512191143478,-0.1709539448846424
2,0,2,-0.1668048221647233,-0.4891373207102206,-1.0208023719759838
3,0,3,-0.18055449987642952,-0.7896802264725712,-1.248015958616449
4,0,4,-0.5876854205960969,-2.0890822008212244,-1.1830934005553049
5,0,5,-0.6789377159617939,-1.9597681763065289,-0.9593555499723385
6,0,6,-0.37354722495467646,-1.4751232405967583,-1.2310914988900044
7,0,7,-0.5510314048420442,-1.4905920070968641,-1.139958622153668
8,0,8,-0.49582197775523745,-1.0756935125880558,-0.5913518113224472
9,0,9,-0.7124393947556763,-1.8324636225509758,-0.9115978086760973
10,0,10,-0.22988104180644353,-1.2845844303988847,-0.955364862359119
11,0,11,-0.09607034102161421,-1.4670278317865413,-0.9783632781666639
12,0,12,-0.6519731392015977,-1.331163394949469,-0.7488289520293766
13,0,13,-1.1428734794924702,0.14990839630412015,0.14254547637110382
14,0,14,0.5537708198524348,-0.6862115523669304,-0.8357053333442953
15,0,15,0.12836173807234316,0.062176939770958284,-0.6643699989806595
16,0,16,-0.4667798976471184,-0.21226646956960177,-0.19390749901605162
17,0,17,0.041407331213291744,0.3219266362751253,-0.30991022417959785
18,0,18,0.0779222101736605,-0.5640260358176247,-0.7145835942995219
19,0,19,-0.4824571477536249,-0.7198546947768766,-0.9521566322437001
20,0,20,-0.5055407442620802,-1.1968996527221156,-0.8534229678351795
21,0,21,-0.4873308647052377,-0.5421240620527088,-0.485598149119248
22,0,22,-0.12682776651849972,-0.44335843660728474,-0.8805677388839813
23,0,23,-0.06213042821766501,0.12921133794828274,-0.04504189167842385
24,0,24,-0.2532694474664728,-0.8594793882205976,-1.1331080430655809
25,0,25,-0.21614869843782664,-0.5686536004708557,-0.9043374155446467
26,0,26,-0.24501645599238103,-0.4511531162309836,-0.5308927074642177
27,0,27,-0.16907266980057345,-0.3398864880953778,-0.7100137789874297
28,0,28,0.10524473630048921,-0.5793556557210593,-0.9815135861126781
29,0,29,-0.18048185332693306,-0.8003712540253972,-1.4072672204216006
30,0,30,-0.12720668016754827,-0.9209937185221294,-1.8579673256594589
31,0,31,-0.31036672374554164,-0.6601383281346961,-0.25910268056146213
32,0,32,-0.3064574568192816,0.5851937070819082,-0.12681579819388064
33,0,33,-0.2657088518303867,0.15334409135663363,0.062617034899133
34,0,34,-0.39593178868629064,-0.30615734429844765,-0.07615401354305974
35,0,35,1.0262431411127468,0.8695549715708798,1.1138820159630654
36,0,36,-0.3295272970298774,0.2596296378028684,-0.05928315962738705
37,0,37,0.4674840568930764,0.6258282085245822,0.35941130900079765
38,0,38,0.07795019992825937,0.18060217388386152,0.7979028429194696
39,0,39,-0.03640491665716858,0.4577144544858655,0.6160131169181966
40,0,40,-0.022999251152067978,0.05344501146669354,-0.49304410350569994
41,0,41,1.0399343623511428,1.2363145021675694,0.4147327459676501
42,0,42,1.050992976074671,0.8070253284212694,0.6417500205016957
43,0,43,-1.241873992649567,0.07949715640616574,0.1541997220527499
44,0,44,-0.10743459932468484,-0.5282027666677466,-0.647569137255376
45,0,45,-0.35481872491482336,-0.013195966507533605,-0.5562014800605646
46,0,46,0.11029199958371372,-0.44661858796272186,-0.6248398380108949
47,0,47,-0.7195543703297271,0.06563988473856872,-0.09083714490219164
48,0,48,-0.6410669951138288,-0.3385938794446437,0.7218173431430807
49,0,49,0.05640353337336313,-0.5171632503103163,0.24082981301693296
50,0,50,-0.10829726374096812,-0.3936319035174836,-0.08262719880897693
51,0,51,-0.7934821945545775,-0.3382971785313119,-0.33494997502155044
52,0,52,0.08671224387415452,1.172969136592653,0.28635033338147475
53,0,53,0.006091074071076389,0.1719226672349969,0.44354895723440213
54,0,54,-0.3436173699643842,0.053549107617772956,0.0030690371305580814
55,0,55,-0.8149833434219311,-0.0966752834167231,-0.19169459074513176
56,0,56,-0.3272714527795505,-0.03292963333671979,0.522964870911775
57,0,57,-0.11630296412926108,0.7488440687166067,0.46737373329513254
