,channel_1,channel_2,alpha,beta,gamma
0,0,0,0.0,0.0,0.0
1,0,1,0.05538571664964445,0.6901809117200665,0.908646134891111
2,0,2,-0.16326623599024803,-0.0439474056076656,0.06833501915255923
3,0,3,-0.04523953793907777,0.16295573199901967,0.3306927063969237
4,0,4,-0.13726118032964577,0.211823634710507,0.25400032350947116
5,0,5,-0.05544498252121466,0.6211891880426793,0.9367346381198256
6,0,6,-0.13938132672826434,0.5582149411139733,0.8970008924788047
7,0,7,-1.0333704309931795,-1.620341696373547,-1.233662074084208
8,0,8,-0.2991344375654933,-0.11189860832309055,0.10822811692277949
9,0,9,-0.6312419438286886,-0.3556572096335682,-0.1045914757594327
10,0,10,-0.7555584482135912,0.4751500302378466,0.5219430466503867
11,0,11,-0.41153628248904267,0.896246982798482,0.7810873831828521
12,0,12,-1.0240090254679732,-0.03027804276800056,-0.77074795729368
13,0,13,-0.8023093284763213,0.07112315968337914,-0.2872248579973404
14,0,14,0.09248984811521815,0.37810612141157524,-0.004888251066734973
15,0,15,-0.12787405195289822,-0.6458186873573708,-0.3097199880639498
16,0,16,-0.2217642503804282,-0.744855715817024,-0.6043259063350827
17,0,17,-0.2586891232667228,1.0748569338048028,0.7105019601747129
18,0,18,-0.5154568443868935,0.2982944454912047,-0.1019886138403997
19,0,19,0.01481536743420447,0.40109690836179146,-0.4763090964836021
20,0,20,-0.020313683155333495,0.0008093163755986907,0.1725011675832678
21,0,21,-0.1066151325826848,-0.0654003677732548,0.01930655547869802
22,0,22,-0.11819889833281401,-0.0589425217927704,-0.019942224754708266
23,0,23,-0.28661687156921295,1.2904257062265454,0.5907126701790929
24,0,24,-0.1824991429691292,0.29018061889671853,0.11639189051108745
25,0,25,-0.055357511461455226,0.18620033087107327,0.20587744894896298
26,0,26,-0.05105714778187207,0.06270754774471675,0.27427739605733514
27,0,27,-0.061122879949557424,0.12205329785552549,0.15222601896953517
28,0,28,-0.06930324209547808,0.10018384694914066,0.030913384060373916
29,0,29,-0.0038674965977710096,0.3572283956372208,0.3504203280098439
30,0,30,0.10493006812576161,0.28970680337245985,0.17721007636177485
31,0,31,-0.29371240737059934,0.39291032117641533,0.389728214986376
32,0,32,-0.05962886765279911,0.961950345568361,0.959232913894575
33,0,33,0.5891257779107291,0.4110135712569791,0.3053912671899821
34,0,34,1.0268852819338063,0.6613106138736939,0.15845090035977907
35,0,35,-0.3060771207217873,0.8503003407006358,0.6191033305942888
36,0,36,-0.1851954625291827,0.1963864397096526,0.389586000300663
37,0,37,0.24087023188019455,-0.20116114494002446,-0.022468996138854582
38,0,38,0.9267855325647809,-0.3379171234671815,-0.9091524425506942
39,0,39,0.9664659403822355,0.1500182102588811,0.3394546204106355
40,0,40,0.9518120283117638,0.18273050040040914,-0.2524935915173306
41,0,41,-0.4314040558132239,-1.0797844528985627,-0.860510859217149
42,0,42,0.3983472802339407,-0.2869684255468929,-0.09397864547859755
